Rank	NCT Number	Title	Status	Study Results	Conditions	Interventions	Gender	Age	Phases	Enrollment	Study Type	Start Date	Locations	URL
608	NCT03574376	Liposomal Bupivacaine Intercostal Nerve Block vs Thoracic Epidural for Regional Analgesia in Multiple Rib Fractures	Recruiting	No Results Available	Trauma|Trauma Injury|Pain, Acute	Drug: Bupivacaine Liposome Injection|Drug: Bupivacaine	All	18 Years and older   (Adult, Older Adult)	Phase 4	44	Interventional	August 29, 2018	Osf St Francis Medical Center, Peoria, Illinois, United States	https://ClinicalTrials.gov/show/NCT03574376
609	NCT03551860	Quadratus Lumborum Block Versus Fascia Iliaca Nerve Block for Patients Undergoing Total Hip Replacement	Recruiting	No Results Available	Hip Replacement	Procedure: TQL|Procedure: FIB	All	18 Years and older   (Adult, Older Adult)	Not Applicable	50	Interventional	April 10, 2018	Adelaide and Meath Hospital, Incorporating National Children Hospital, Tallaght, Dublin 24, Ireland	https://ClinicalTrials.gov/show/NCT03551860
610	NCT03532360	Peanut and Tree Nut Desensitization	Recruiting	No Results Available	Peanut Allergy|Tree Nut Allergy	Other: Oral immunotherapy	All	6 Years to 18 Years   (Child, Adult)	Not Applicable	50	Interventional	February 19, 2018	Montreal Children's Hospital, Montreal, Quebec, Canada	https://ClinicalTrials.gov/show/NCT03532360
611	NCT03526484	The Utility of Urinalysis Prior to In-Office Procedures	Enrolling by invitation	No Results Available	Urinary Tract Infections	Behavioral: Standard of Care|Behavioral: Experimental	All	18 Years and older   (Adult, Older Adult)	Not Applicable	564	Interventional	September 20, 2018	William S. Middleton Memorial Veterans Hospital, Madison, Wisconsin, United States|University of Wisconsin Hospital and Clinics, Madison, Wisconsin, United States	https://ClinicalTrials.gov/show/NCT03526484
612	NCT03523000	Determining the Prognostic Value of Continuous Intrathecal Infusion	Recruiting	No Results Available	Lumbar Post-Laminectomy Syndrome|Chronic Low Back Pain|Vertebral Compression Fracture|Failed Back Surgery Syndrome	Other: Continuous intrathecal prognostic infusion test	All	30 Years and older   (Adult, Older Adult)	Not Applicable	36	Interventional	June 30, 2017	University Hospitals Cleveland Medical Center, Cleveland, Ohio, United States	https://ClinicalTrials.gov/show/NCT03523000
613	NCT03522974	Effects of Freeze Dried Strawberry Powder Supplementation on Cardiovascular Risk Factors and Gut Microbiome	Recruiting	No Results Available	Cardiovascular Risk Factor	Dietary Supplement: Strawberry powder|Dietary Supplement: Placebo powder	All	30 Years to 65 Years   (Adult, Older Adult)	Not Applicable	50	Interventional	December 1, 2018	University of Arizona, Tucson, Arizona, United States	https://ClinicalTrials.gov/show/NCT03522974
614	NCT03522337	Oral Health Promotion Among Preschool Children With Special Needs	Recruiting	No Results Available	Intellectual Disability|Cerebral Palsy|Developmental Disorders|Developmental Delay|Autistic Spectrum Disorders|Down Syndrome|Epilepsy|Developmental Disability|Learning Disorders	Other: Visual pedagogy (social stories)|Other: Conventional leaflets	All	2 Years to 6 Years   (Child)	Not Applicable	300	Interventional	April 12, 2016	Dental Faculty, The University of Hong Kong, Hong Kong, Hong Kong, China	https://ClinicalTrials.gov/show/NCT03522337
615	NCT03518255	e-Natureza Project - Affective Validation of Nature Images for Hospital Use	Recruiting	No Results Available	Cancer	Other: Nature video	All	18 Years and older   (Adult, Older Adult)	Not Applicable	30	Interventional	August 22, 2018	Hospital Israelita Albert Einstein, Sao Paulo, Brazil	https://ClinicalTrials.gov/show/NCT03518255
616	NCT03517852	Intravital Microscopy (IVM) in Patients With Peritoneal Carcinomatosis (PC)	Recruiting	No Results Available	Peritoneal Carcinomatosis	Device: Human Intravital Microscopy	All	18 Years and older   (Adult, Older Adult)	Not Applicable	10	Interventional	August 15, 2018	Mayo Clinic Florida, Jacksonville, Florida, United States	https://ClinicalTrials.gov/show/NCT03517852
617	NCT03511443	Evaluation of the Performance of a hsRDT Versus cRDT in Reactive Case Detection of Malaria Infections	Recruiting	No Results Available	Malaria Diagnosis|Malaria,Falciparum	Diagnostic Test: hsRDT	All	5 Years and older   (Child, Adult, Older Adult)	Not Applicable	1980	Interventional	October 2, 2017	University Research Co., LLC (URC), Yangon, Myanmar	https://ClinicalTrials.gov/show/NCT03511443
618	NCT03505658	Abriendo Caminos 2: Clearing the Path to Hispanic Health	Recruiting	No Results Available	Obesity|Childhood Obesity|Nutrient; Excess|Community Health Education	Behavioral: Education and Behavior	All	6 Years to 18 Years   (Child, Adult)	Not Applicable	500	Interventional	April 10, 2015	California State University, Fresno, California, United States|University of Illinois at Urbana-Champaign, Urbana, Illinois, United States|Iowa State University, Ames, Iowa, United States|University of Houston, Houston, Texas, United States|University of Puerto Rico, San Juan, Puerto Rico	https://ClinicalTrials.gov/show/NCT03505658
619	NCT03500172	HIV Treatment Retention Interventions for Women Living With HIV (Siyaphambili Study)	Recruiting	No Results Available	HIV-1 Virologic Response	Behavioral: DTP|Behavioral: ICM	Female	18 Years and older   (Adult, Older Adult)	Not Applicable	1143	Interventional	June 22, 2018	TB HIV Care, Durban, South Africa	https://ClinicalTrials.gov/show/NCT03500172
620	NCT03481296	Screening TO Prevent ColoRectal Cancer (STOP CRC) Among At-Risk Chinese and Korean American Primary Care Patients	Recruiting	No Results Available	Colorectal Cancer	Behavioral: Advanced Control|Behavioral: Culturally-Adapted Decision Support Navigation Intervention	All	50 Years to 75 Years   (Adult, Older Adult)	Not Applicable	400	Interventional	August 20, 2018	University of Maryland College Park, College Park, Maryland, United States	https://ClinicalTrials.gov/show/NCT03481296
621	NCT03454308	Patient Centered Health Technology Medication Adherence Program for African American Hypertensives	Recruiting	No Results Available	Hypertension|Medication Non-Adherence	Behavioral: SMASH|Behavioral: Enhanced SC	All	21 Years to 59 Years   (Adult)	Not Applicable	192	Interventional	April 28, 2017	Medical University of South Carolina, Charleston, South Carolina, United States	https://ClinicalTrials.gov/show/NCT03454308
622	NCT03437876	Study on Effect of Intestinal Microbiota Transplantation in Hepatitis B Virus Induced Cirrhosis	Recruiting	No Results Available	Cirrhosis, Liver	Other: intestinal microbiota transplant	All	18 Years to 50 Years   (Adult)	Not Applicable	60	Interventional	October 31, 2016	Zhongshan Hospital Affiliated to Xiamen University, Xiamen, Fujian, China	https://ClinicalTrials.gov/show/NCT03437876
623	NCT03435588	Endoscopic Ultrasound (EUS)-Guided Fine Needle Aspiration (FNA) With Rapid On-site Evaluation (ROSE) of Cytopathology vs. EUS-guided Fine Needle Biopsy (FNB) Alone in the Diagnosis of Pancreatic Solid Lesions	Recruiting	No Results Available	Solid Pancreatic Tumor	Procedure: EUS|Procedure: FNA with ROSE|Procedure: FNB alone	All	18 Years and older   (Adult, Older Adult)	Not Applicable	236	Interventional	February 14, 2018	University of Alberta, Edmonton, Alberta, Canada|The Ottawa Hospital, Ottawa, Ontario, Canada|St-Michael's Hospital, Toronto, Ontario, Canada|McGill University Health Centre, Montréal, Quebec, Canada	https://ClinicalTrials.gov/show/NCT03435588
624	NCT03426683	The Effect of Intestinal Microbiota Transplantation for Inflammatory Bowel Diseases	Recruiting	No Results Available	Inflammatory Bowel Disease(IBD)	Other: Intestinal Microbiota Transplantation	All	18 Years to 65 Years   (Adult, Older Adult)	Not Applicable	30	Interventional	November 21, 2017	Zhongshan Hospital Affiliated to Xiamen University, Xiamen, Fujian, China	https://ClinicalTrials.gov/show/NCT03426683
625	NCT03422159	Metabolic Resuscitation Using Ascorbic Acid, Thiamine, and Glucocorticoids in Sepsis.	Recruiting	No Results Available	Sepsis, Severe|Septic Shock	Drug: Ascorbic Acid|Drug: Thiamine|Drug: Hydrocortisone|Drug: Sodium Chloride 0.9%	All	18 Years and older   (Adult, Older Adult)	Phase 2	140	Interventional	February 5, 2018	Monmouth Medical Center, Southern Campus, Lakewood, New Jersey, United States|Community Medical Center, Toms River, New Jersey, United States	https://ClinicalTrials.gov/show/NCT03422159
626	NCT03420846	Efficiency of Presurgical Basal Cell Carcinoma Margin Mapping	Recruiting	No Results Available	Carcinoma, Basal Cell	Other: OCT Mapped	All	18 Years and older   (Adult, Older Adult)	Not Applicable	200	Interventional	July 1, 2018	SkinCare Network, London, United Kingdom	https://ClinicalTrials.gov/show/NCT03420846
627	NCT03383731	A Study of a New Surgical Treatment of Macular Hole Retinal Detachment in High Myopia	Recruiting	No Results Available	Macular Holes|Retinal Detachment|High Myopia	Procedure: Group 1|Procedure: Group 2	All	18 Years to 75 Years   (Adult, Older Adult)	Not Applicable	38	Interventional	April 7, 2017	Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine, Shanghai, Shanghai, China	https://ClinicalTrials.gov/show/NCT03383731
628	NCT03376685	The Relationship Between Exercise Frequency, Intensity, and Restoration of Cardiometabolic Health	Recruiting	No Results Available	Pre-diabetes|Obesity|Cardiovascular Diseases	Behavioral: Endurance Exercise Training (END)|Behavioral: Sprint Exercise Training (SIT)|Behavioral: Combined Endurance-Sprint Exercise Training (COMB)	Male	45 Years to 70 Years   (Adult, Older Adult)	Not Applicable	45	Interventional	May 30, 2018	University of Guelph, Guelph, Ontario, Canada	https://ClinicalTrials.gov/show/NCT03376685
629	NCT03376100	Distal Nerve Blocks for Closed Reduction of Distal Forearm Fractures	Recruiting	No Results Available	Fracture Closed of Lower End of Forearm, Unspecified	Procedure: Ultrasound guided nerve blocks|Procedure: Hematoma Block	All	18 Years and older   (Adult, Older Adult)	Not Applicable	268	Interventional	December 1, 2017	Dept. Anesthesia and Intensive Care, Viborg Regional Hospital, Viborg, Denmark	https://ClinicalTrials.gov/show/NCT03376100
630	NCT03365609	A Comparison of Four Different Treatment Regimens of Helicobacter Pylori in Chinese Children	Recruiting	No Results Available	Helicobacter Infections	Drug: triple therapy|Drug: sequential therapy|Drug: bismuth quadruple therapy|Drug: concomitant therapy	All	6 Years to 18 Years   (Child, Adult)	Not Applicable	1440	Interventional	September 20, 2017	Children's hospital of Fudan university, Shanghai, Shanghai, China	https://ClinicalTrials.gov/show/NCT03365609
631	NCT03360968	Heartrate Variability During Conventional and Variable Pressure Support Mechanical Ventilation	Recruiting	No Results Available	Mechanical Ventilation Complication	Procedure: Variable-PS|Procedure: SPN-CPAP/PS	All	18 Years to 80 Years   (Adult, Older Adult)	Not Applicable	60	Interventional	February 6, 2018	Medical University of Vienna, Vienna, Austria	https://ClinicalTrials.gov/show/NCT03360968
632	NCT03343431	Antiviral Prophylaxis and Infant Vaccination to Prevent Perinatal Hepatitis B Infection	Recruiting	No Results Available	Hepatitis B|Pregnancy	Drug: Anti-HBV antiviral prophylaxis	Female	18 Years and older   (Adult, Older Adult)	Phase 3	499	Interventional	August 2, 2018	Mahosot Hospital, Vientiane, Lao People's Democratic Republic|Mother and Newborn Hospital, Vientiane, Lao People's Democratic Republic|Setthathirath Hospital, Vientiane, Lao People's Democratic Republic|Mae Sai Hospital, Mae Sai, Chiang Rai, Thailand|Mae Chan Hospital, Mae Chan, Chiangrai, Thailand|Mahasarakam Hospital, Maha Sarakham, Mahasarakham, Thailand|Chiang Kham Hospital, Chiang Kham, Phayao, Thailand|Hat Yai Hospital, Hat Yai, Songkla, Thailand|Bhumibol Adulyadej Hospital, Bangkok, Thailand|Nopparat Rajathanee Hospital, Bangkok, Thailand|Bhuddasothorn Hospital, Chachoengsao, Thailand|Prapokklao Hospital, Chanthaburi, Thailand|Health Promotion Center Region 1, Chiang Mai, Thailand|Sanpatong Hospital, Chiang Mai, Thailand|Nakornping Hospital, Chiang Mai, Thailand|Chiangrai Prachanukroh Hospital, Chiang Rai, Thailand|Chonburi Hospital, Chon Buri, Thailand|Banglamung Hospital, Chon Buri, Thailand|Kalasin Hospital, Kalasin, Thailand|Phaholpolpayuhasena Hospital, Kanchanaburi, Thailand|Khon Kaen Regional Hospital, Khon Kaen, Thailand|Lampang Hospital, Lampang, Thailand|Lamphun Hospital, Lamphun, Thailand|Maharat Nakhon Ratchasima Hospital, Nakhon Ratchasima, Thailand|Maharaj Nakhon Si Thammarat Hospital, Nakhon Si Thammarat, Thailand|Nong Khai Hospital, Nong Khai, Thailand|Phayao Provincial Hospital, Phayao, Thailand|Buddhachinaraj Hospital, Phitsanulok, Thailand|Rayong Hospital, Rayong, Thailand|Samutprakarn Hospital, Samut Prakan, Thailand|Samutsakhon Hospital, Samut Sakhon, Thailand|Songkhla Hospital, Songkhla, Thailand	https://ClinicalTrials.gov/show/NCT03343431
633	NCT03340103	Early Administration of the Lutein/Zeaxanthin in Premature Newborns	Recruiting	No Results Available	Antioxidant Role of the Lutein in Preterm Newborn	Dietary Supplement: LUTEIN ofta 0,5 gocce|Drug: Placebo	All	24 Weeks to 32 Weeks   (Child)	Not Applicable	50	Interventional	October 1, 2017	Azienda Ospedaliera di Rilievo Nazionale Santobono-Pausilipon, Napoli, Italia, Italy|Azienda Ospedaliera Universitaria Padova, Padova, Italia, Italy|Azienda Ospedaliera Le Scotte Siena, Siena, Italia, Italy	https://ClinicalTrials.gov/show/NCT03340103
634	NCT03338374	Cardiac Resynchronisation Therapy Versus Rate-responsive Pacing in Heart Failure With Preserved Ejection Fraction	Recruiting	No Results Available	Diastolic Heart Failure	Device: Biventricular pacemaker	All	18 Years and older   (Adult, Older Adult)	Not Applicable	10	Interventional	November 27, 2017	Cardiff and Vale University Health Board, Cardiff, Mid Glamorgan, United Kingdom|Cardiff Metropolitan University, Cardiff, Mid Glamorgan, United Kingdom	https://ClinicalTrials.gov/show/NCT03338374
635	NCT03337971	Nutritional Supplement and Bone Health in Post-Menopausal Women	Recruiting	No Results Available	Bone and Bones|Osteoporosis Risk|Osteoporosis, Postmenopausal	Dietary Supplement: PLACEBO|Dietary Supplement: MBPM	Female	50 Years to 70 Years   (Adult, Older Adult)	Not Applicable	16	Interventional	October 3, 2017	University of Limerick, Limerick, Co Limerick, Ireland	https://ClinicalTrials.gov/show/NCT03337971
636	NCT03336372	Picato for the Treatment of Molluscum Contagiosum in Immunocompromised Patients	Recruiting	No Results Available	Molluscum Contagiosum	Drug: Picato	All	18 Years and older   (Adult, Older Adult)	Early Phase 1	10	Interventional	December 20, 2017	Center for Clinical Studies, Houston, Texas, United States	https://ClinicalTrials.gov/show/NCT03336372
637	NCT03326934	Impact of Dark Chocolate on Visual Performance	Recruiting	No Results Available	Dietary Supplementation	Dietary Supplement: Dark chocolate|Dietary Supplement: Milk Chocolate	All	18 Years to 65 Years   (Adult, Older Adult)	Not Applicable	70	Interventional	June 25, 2017	University of the Incarnate Word Rosenberg School of Optometry, San Antonio, Texas, United States	https://ClinicalTrials.gov/show/NCT03326934
